State_Name,Year,Starting_Population,Ending_Population,Change,Percentage_Change,Natural_Increase,Net_Migration,STATEFP,COUNTYFP,CLASSFP
"Washington County, MN",2013-2014,246683,249283,2600,1.054,1357,1243,27,163,H1
"Washington County, MN",2014-2015,249320,251597,2277,0.913,1414,863,27,163,H1
"Washington County, MN",2015-2016,251597,252976,1379,0.548,1207,172,27,163,H1
"Washington County, MN",2016-2017,252976,256348,3372,1.333,1206,2166,27,163,H1
"Watonwan County, MN",2000-2001,11826,11856,30,0.254,67,-37,27,165,H1
"Watonwan County, MN",2001-2002,11856,11807,-49,-0.413,11,-60,27,165,H1
"Watonwan County, MN",2002-2003,11807,11664,-143,-1.211,32,-175,27,165,H1
"Watonwan County, MN",2003-2004,11664,11504,-160,-1.372,39,-199,27,165,H1
"Watonwan County, MN",2004-2005,11504,11377,-127,-1.104,10,-137,27,165,H1
"Watonwan County, MN",2005-2006,11377,11323,-54,-0.475,45,-99,27,165,H1
"Watonwan County, MN",2006-2007,11323,11231,-92,-0.813,38,-130,27,165,H1
"Watonwan County, MN",2007-2008,11231,11120,-111,-0.988,67,-178,27,165,H1
"Watonwan County, MN",2008-2009,11120,11171,51,0.459,53,-2,27,165,H1
"Watonwan County, MN",2009-2010,11171,11213,42,0.376,49,-7,27,165,H1
"Watonwan County, MN",2010-2011,11213,11182,-31,-0.276,34,-65,27,165,H1
"Watonwan County, MN",2011-2012,11182,11155,-27,-0.241,43,-70,27,165,H1
"Watonwan County, MN",2012-2013,11155,11123,-32,-0.287,36,-68,27,165,H1
"Watonwan County, MN",2013-2014,11123,11083,-40,-0.36,58,-98,27,165,H1
"Watonwan County, MN",2014-2015,10969,10952,-17,-0.155,41,-58,27,165,H1
"Watonwan County, MN",2015-2016,10952,10911,-41,-0.374,56,-97,27,165,H1
"Watonwan County, MN",2016-2017,10911,10840,-71,-0.651,50,-121,27,165,H1
"Wilkin County, MN",2000-2001,7116,6989,-127,-1.785,4,-131,27,167,H1
"Wilkin County, MN",2001-2002,6989,6982,-7,-0.1,-5,-2,27,167,H1
"Wilkin County, MN",2002-2003,6982,6964,-18,-0.258,-10,-8,27,167,H1
"Wilkin County, MN",2003-2004,6964,6860,-104,-1.493,14,-118,27,167,H1
"Wilkin County, MN",2004-2005,6860,6801,-59,-0.86,-6,-53,27,167,H1
"Wilkin County, MN",2005-2006,6801,6709,-92,-1.353,3,-95,27,167,H1
"Wilkin County, MN",2006-2007,6709,6715,6,0.089,18,-12,27,167,H1
"Wilkin County, MN",2007-2008,6715,6622,-93,-1.385,28,-121,27,167,H1
"Wilkin County, MN",2008-2009,6622,6563,-59,-0.891,5,-64,27,167,H1
"Wilkin County, MN",2009-2010,6563,6573,10,0.152,3,7,27,167,H1
"Wilkin County, MN",2010-2011,6573,6579,6,0.091,-10,16,27,167,H1
"Wilkin County, MN",2011-2012,6579,6608,29,0.441,-4,33,27,167,H1
"Wilkin County, MN",2012-2013,6608,6550,-58,-0.878,-17,-41,27,167,H1
"Wilkin County, MN",2013-2014,6550,6495,-55,-0.84,-17,-38,27,167,H1
"Wilkin County, MN",2014-2015,6494,6396,-98,-1.509,-4,-94,27,167,H1
"Wilkin County, MN",2015-2016,6396,6345,-51,-0.797,2,-53,27,167,H1
"Wilkin County, MN",2016-2017,6345,6324,-21,-0.331,-9,-12,27,167,H1
"Winona County, MN",2000-2001,50081,50072,-9,-0.018,125,-134,27,169,H1
"Winona County, MN",2001-2002,50072,49977,-95,-0.19,71,-166,27,169,H1
"Winona County, MN",2002-2003,49977,50200,223,0.446,92,131,27,169,H1
"Winona County, MN",2003-2004,50200,50257,57,0.114,171,-114,27,169,H1
"Winona County, MN",2004-2005,50257,50756,499,0.993,164,335,27,169,H1
"Winona County, MN",2005-2006,50756,50904,148,0.292,99,49,27,169,H1
"Winona County, MN",2006-2007,50904,51316,412,0.809,176,236,27,169,H1
"Winona County, MN",2007-2008,51316,51457,141,0.275,178,-37,27,169,H1
"Winona County, MN",2008-2009,51457,51422,-35,-0.068,188,-223,27,169,H1
"Winona County, MN",2009-2010,51422,51393,-29,-0.056,131,-160,27,169,H1
"Winona County, MN",2010-2011,51393,51347,-46,-0.09,36,-82,27,169,H1
"Winona County, MN",2011-2012,51347,51326,-21,-0.041,77,-98,27,169,H1
"Winona County, MN",2012-2013,51326,51262,-64,-0.125,61,-125,27,169,H1
"Winona County, MN",2013-2014,51262,51097,-165,-0.322,45,-210,27,169,H1
"Winona County, MN",2014-2015,51107,50885,-222,-0.434,72,-294,27,169,H1
"Winona County, MN",2015-2016,50885,50872,-13,-0.026,57,-70,27,169,H1
"Winona County, MN",2016-2017,50872,50873,1,0.002,46,-45,27,169,H1
"Wright County, MN",2000-2001,90786,93922,3136,3.454,908,2228,27,171,H1
"Wright County, MN",2001-2002,93922,98434,4512,4.804,1018,3494,27,171,H1
"Wright County, MN",2002-2003,98434,102856,4422,4.492,1243,3179,27,171,H1
"Wright County, MN",2003-2004,102856,106998,4142,4.027,1307,2835,27,171,H1
"Wright County, MN",2004-2005,106998,110674,3676,3.436,1398,2278,27,171,H1
"Wright County, MN",2005-2006,110674,115192,4518,4.082,1490,3028,27,171,H1
"Wright County, MN",2006-2007,115192,118635,3443,2.989,1562,1881,27,171,H1
"Wright County, MN",2007-2008,118635,121553,2918,2.46,1581,1337,27,171,H1
"Wright County, MN",2008-2009,121553,123320,1767,1.454,1617,150,27,171,H1
"Wright County, MN",2009-2010,123320,125102,1782,1.445,1284,498,27,171,H1
"Wright County, MN",2010-2011,125102,126298,1196,0.956,1175,21,27,171,H1
"Wright County, MN",2011-2012,126298,127316,1018,0.806,1192,-174,27,171,H1
"Wright County, MN",2012-2013,127316,128298,982,0.771,1084,-102,27,171,H1
"Wright County, MN",2013-2014,128298,129918,1620,1.263,1051,569,27,171,H1
"Wright County, MN",2014-2015,130026,131311,1285,0.988,1054,231,27,171,H1
"Wright County, MN",2015-2016,131311,132387,1076,0.819,1020,56,27,171,H1
"Wright County, MN",2016-2017,132387,134286,1899,1.434,920,979,27,171,H1
"Yellow Medicine County, MN",2000-2001,11208,11136,-72,-0.642,1,-73,27,173,H1
"Yellow Medicine County, MN",2001-2002,11136,11002,-134,-1.203,0,-134,27,173,H1
"Yellow Medicine County, MN",2002-2003,11002,10924,-78,-0.709,-32,-46,27,173,H1
"Yellow Medicine County, MN",2003-2004,10924,10795,-129,-1.181,-11,-118,27,173,H1
"Yellow Medicine County, MN",2004-2005,10795,10691,-104,-0.963,-16,-88,27,173,H1
"Yellow Medicine County, MN",2005-2006,10691,10663,-28,-0.262,12,-40,27,173,H1
"Yellow Medicine County, MN",2006-2007,10663,10574,-89,-0.835,-8,-81,27,173,H1
"Yellow Medicine County, MN",2007-2008,10574,10473,-101,-0.955,-1,-100,27,173,H1
"Yellow Medicine County, MN",2008-2009,10473,10437,-36,-0.344,-17,-19,27,173,H1
"Yellow Medicine County, MN",2009-2010,10437,10436,-1,-0.01,1,-2,27,173,H1
"Yellow Medicine County, MN",2010-2011,10436,10289,-147,-1.409,-20,-127,27,173,H1
"Yellow Medicine County, MN",2011-2012,10289,10168,-121,-1.176,-7,-114,27,173,H1
"Yellow Medicine County, MN",2012-2013,10168,10163,-5,-0.049,44,-49,27,173,H1
"Yellow Medicine County, MN",2013-2014,10163,10109,-54,-0.531,34,-88,27,173,H1
"Yellow Medicine County, MN",2014-2015,10033,9875,-158,-1.575,-6,-152,27,173,H1
"Yellow Medicine County, MN",2015-2016,9875,9892,17,0.172,17,0,27,173,H1
"Yellow Medicine County, MN",2016-2017,9892,9867,-25,-0.253,13,-38,27,173,H1
Mississippi,2000-2001,2848353,2852994,4641,0.163,14734,-10093,28,0,STATE
Mississippi,2001-2002,2852994,2858681,5687,0.199,13419,-7732,28,0,STATE
Mississippi,2002-2003,2858681,2868312,9631,0.337,13366,-3735,28,0,STATE
Mississippi,2003-2004,2868312,2889010,20698,0.722,14356,6342,28,0,STATE
Mississippi,2004-2005,2889010,2905943,16933,0.586,14163,2770,28,0,STATE
Mississippi,2005-2006,2905943,2904978,-965,-0.033,14852,-15817,28,0,STATE
Mississippi,2006-2007,2904978,2928350,23372,0.805,18471,4901,28,0,STATE
Mississippi,2007-2008,2928350,2947806,19456,0.664,17686,1770,28,0,STATE
Mississippi,2008-2009,2947806,2958774,10968,0.372,15191,-4223,28,0,STATE
Mississippi,2009-2010,2958774,2970316,11542,0.39,14158,-2616,28,0,STATE
Mississippi,2010-2011,2970316,2977999,7683,0.259,10612,-2929,28,0,STATE
Mississippi,2011-2012,2977999,2985660,7661,0.257,10402,-2741,28,0,STATE
Mississippi,2012-2013,2985660,2990976,5316,0.178,7853,-2537,28,0,STATE
Mississippi,2013-2014,2990976,2993443,2467,0.082,8640,-6173,28,0,STATE
Mississippi,2014-2015,2993443,2992333,-1110,-0.037,8746,-9856,28,0,STATE
Mississippi,2015-2016,2992333,2985415,-6918,-0.231,7140,-14058,28,0,STATE
Mississippi,2016-2017,2985415,2984100,-1315,-0.044,6498,-7813,28,0,STATE
"Adams County, MS",2000-2001,34246,33945,-301,-0.879,33,-334,28,1,H1
"Adams County, MS",2001-2002,33945,33730,-215,-0.633,55,-270,28,1,H1
"Adams County, MS",2002-2003,33730,33482,-248,-0.735,44,-292,28,1,H1
"Adams County, MS",2003-2004,33482,32785,-697,-2.082,-18,-679,28,1,H1
"Adams County, MS",2004-2005,32785,32674,-111,-0.339,46,-157,28,1,H1
"Adams County, MS",2005-2006,32674,33220,546,1.671,44,502,28,1,H1
"Adams County, MS",2006-2007,33220,32889,-331,-0.996,42,-373,28,1,H1
"Adams County, MS",2007-2008,32889,32629,-260,-0.791,5,-265,28,1,H1
"Adams County, MS",2008-2009,32629,32305,-324,-0.993,7,-331,28,1,H1
"Adams County, MS",2009-2010,32305,32596,291,0.901,46,245,28,1,H1
"Adams County, MS",2010-2011,32596,32427,-169,-0.518,-9,-160,28,1,H1
"Adams County, MS",2011-2012,32427,32141,-286,-0.882,-4,-282,28,1,H1
"Adams County, MS",2012-2013,32141,32043,-98,-0.305,-90,-8,28,1,H1
"Adams County, MS",2013-2014,32043,31737,-306,-0.955,-70,-236,28,1,H1
"Adams County, MS",2014-2015,31935,31254,-681,-2.132,-47,-634,28,1,H1
"Adams County, MS",2015-2016,31254,31440,186,0.595,-26,212,28,1,H1
"Adams County, MS",2016-2017,31440,31003,-437,-1.39,-47,-390,28,1,H1
"Alcorn County, MS",2000-2001,34600,34746,146,0.422,-10,156,28,3,H1
"Alcorn County, MS",2001-2002,34746,34946,200,0.576,76,124,28,3,H1
"Alcorn County, MS",2002-2003,34946,35045,99,0.283,30,69,28,3,H1
"Alcorn County, MS",2003-2004,35045,35448,403,1.15,30,373,28,3,H1
"Alcorn County, MS",2004-2005,35448,35688,240,0.677,53,187,28,3,H1
"Alcorn County, MS",2005-2006,35688,36183,495,1.387,67,428,28,3,H1
"Alcorn County, MS",2006-2007,36183,36608,425,1.175,110,315,28,3,H1
"Alcorn County, MS",2007-2008,36608,36793,185,0.505,44,141,28,3,H1
"Alcorn County, MS",2008-2009,36793,36868,75,0.204,3,72,28,3,H1
"Alcorn County, MS",2009-2010,36868,37111,243,0.659,33,210,28,3,H1
"Alcorn County, MS",2010-2011,37111,37303,192,0.517,3,189,28,3,H1
"Alcorn County, MS",2011-2012,37303,37237,-66,-0.177,-9,-57,28,3,H1
"Alcorn County, MS",2012-2013,37237,37364,127,0.341,13,114,28,3,H1
"Alcorn County, MS",2013-2014,37364,37380,16,0.043,15,1,28,3,H1
"Alcorn County, MS",2014-2015,37346,37388,42,0.112,18,24,28,3,H1
"Alcorn County, MS",2015-2016,37388,37240,-148,-0.396,-32,-116,28,3,H1
"Alcorn County, MS",2016-2017,37240,37210,-30,-0.081,-2,-28,28,3,H1
"Amite County, MS",2000-2001,13546,13471,-75,-0.554,28,-103,28,5,H1
"Amite County, MS",2001-2002,13471,13401,-70,-0.52,17,-87,28,5,H1
"Amite County, MS",2002-2003,13401,13415,14,0.104,-4,18,28,5,H1
"Amite County, MS",2003-2004,13415,13337,-78,-0.581,8,-86,28,5,H1
"Amite County, MS",2004-2005,13337,13396,59,0.442,28,31,28,5,H1
"Amite County, MS",2005-2006,13396,13586,190,1.418,15,175,28,5,H1
"Amite County, MS",2006-2007,13586,13400,-186,-1.369,13,-199,28,5,H1
"Amite County, MS",2007-2008,13400,13324,-76,-0.567,24,-100,28,5,H1
"Amite County, MS",2008-2009,13324,13171,-153,-1.148,5,-158,28,5,H1
"Amite County, MS",2009-2010,13171,13112,-59,-0.448,27,-86,28,5,H1
"Amite County, MS",2010-2011,13112,13177,65,0.496,11,54,28,5,H1
"Amite County, MS",2011-2012,13177,12972,-205,-1.556,7,-212,28,5,H1
"Amite County, MS",2012-2013,12972,12895,-77,-0.594,-16,-61,28,5,H1
"Amite County, MS",2013-2014,12895,12629,-266,-2.063,-25,-241,28,5,H1
"Amite County, MS",2014-2015,12612,12574,-38,-0.301,-25,-13,28,5,H1
"Amite County, MS",2015-2016,12574,12430,-144,-1.145,-48,-96,28,5,H1
"Amite County, MS",2016-2017,12430,12447,17,0.137,-38,55,28,5,H1
"Attala County, MS",2000-2001,19620,19595,-25,-0.127,42,-67,28,7,H1
"Attala County, MS",2001-2002,19595,19549,-46,-0.235,-2,-44,28,7,H1
"Attala County, MS",2002-2003,19549,19469,-80,-0.409,6,-86,28,7,H1
"Attala County, MS",2003-2004,19469,19330,-139,-0.714,-39,-100,28,7,H1
"Attala County, MS",2004-2005,19330,19265,-65,-0.336,15,-80,28,7,H1
"Attala County, MS",2005-2006,19265,19431,166,0.862,52,114,28,7,H1
"Attala County, MS",2006-2007,19431,19511,80,0.412,30,50,28,7,H1
"Attala County, MS",2007-2008,19511,19622,111,0.569,54,57,28,7,H1
"Attala County, MS",2008-2009,19622,19611,-11,-0.056,35,-46,28,7,H1
"Attala County, MS",2009-2010,19611,19559,-52,-0.265,51,-103,28,7,H1
"Attala County, MS",2010-2011,19559,19332,-227,-1.161,13,-240,28,7,H1
"Attala County, MS",2011-2012,19332,19123,-209,-1.081,-17,-192,28,7,H1
"Attala County, MS",2012-2013,19123,19338,215,1.124,-13,228,28,7,H1
"Attala County, MS",2013-2014,19338,19163,-175,-0.905,-3,-172,28,7,H1
"Attala County, MS",2014-2015,19112,19043,-69,-0.361,-16,-53,28,7,H1
"Attala County, MS",2015-2016,19043,18566,-477,-2.505,-54,-423,28,7,H1
"Attala County, MS",2016-2017,18566,18477,-89,-0.479,-24,-65,28,7,H1
"Benton County, MS",2000-2001,8034,8006,-28,-0.349,37,-65,28,9,H1
"Benton County, MS",2001-2002,8006,8004,-2,-0.025,19,-21,28,9,H1
"Benton County, MS",2002-2003,8004,8073,69,0.862,34,35,28,9,H1
"Benton County, MS",2003-2004,8073,8146,73,0.904,13,60,28,9,H1
"Benton County, MS",2004-2005,8146,8307,161,1.976,45,116,28,9,H1
"Benton County, MS",2005-2006,8307,8479,172,2.071,38,134,28,9,H1
"Benton County, MS",2006-2007,8479,8603,124,1.462,8,116,28,9,H1
"Benton County, MS",2007-2008,8603,8769,166,1.93,48,118,28,9,H1
"Benton County, MS",2008-2009,8769,8689,-80,-0.912,38,-118,28,9,H1
"Benton County, MS",2009-2010,8689,8699,10,0.115,32,-22,28,9,H1
"Benton County, MS",2010-2011,8699,8711,12,0.138,7,5,28,9,H1
"Benton County, MS",2011-2012,8711,8652,-59,-0.677,-7,-52,28,9,H1
"Benton County, MS",2012-2013,8652,8506,-146,-1.687,5,-151,28,9,H1
"Benton County, MS",2013-2014,8506,8296,-210,-2.469,-13,-197,28,9,H1
"Benton County, MS",2014-2015,8312,8182,-130,-1.564,5,-135,28,9,H1
"Benton County, MS",2015-2016,8182,8265,83,1.014,0,83,28,9,H1
"Benton County, MS",2016-2017,8265,8312,47,0.569,4,43,28,9,H1
"Bolivar County, MS",2000-2001,40381,39723,-658,-1.629,195,-853,28,11,H1
"Bolivar County, MS",2001-2002,39723,38634,-1089,-2.741,212,-1301,28,11,H1
"Bolivar County, MS",2002-2003,38634,38027,-607,-1.571,197,-804,28,11,H1
"Bolivar County, MS",2003-2004,38027,37211,-816,-2.146,211,-1027,28,11,H1
"Bolivar County, MS",2004-2005,37211,36305,-906,-2.435,189,-1095,28,11,H1
"Bolivar County, MS",2005-2006,36305,36102,-203,-0.559,197,-400,28,11,H1
"Bolivar County, MS",2006-2007,36102,35628,-474,-1.313,165,-639,28,11,H1
"Bolivar County, MS",2007-2008,35628,35032,-596,-1.673,223,-819,28,11,H1
"Bolivar County, MS",2008-2009,35032,34450,-582,-1.661,198,-780,28,11,H1
"Bolivar County, MS",2009-2010,34450,34121,-329,-0.955,186,-515,28,11,H1
"Bolivar County, MS",2010-2011,34121,33838,-283,-0.829,187,-470,28,11,H1
"Bolivar County, MS",2011-2012,33838,34061,223,0.659,146,77,28,11,H1
"Bolivar County, MS",2012-2013,34061,34019,-42,-0.123,110,-152,28,11,H1
"Bolivar County, MS",2013-2014,34019,33768,-251,-0.738,133,-384,28,11,H1
"Bolivar County, MS",2014-2015,33835,33322,-513,-1.516,85,-598,28,11,H1
"Bolivar County, MS",2015-2016,33322,32634,-688,-2.065,26,-714,28,11,H1
"Bolivar County, MS",2016-2017,32634,31945,-689,-2.111,34,-723,28,11,H1
"Calhoun County, MS",2000-2001,15044,14991,-53,-0.352,24,-77,28,13,H1
"Calhoun County, MS",2001-2002,14991,14906,-85,-0.567,23,-108,28,13,H1
"Calhoun County, MS",2002-2003,14906,14887,-19,-0.127,29,-48,28,13,H1
"Calhoun County, MS",2003-2004,14887,14857,-30,-0.202,25,-55,28,13,H1
"Calhoun County, MS",2004-2005,14857,14803,-54,-0.363,20,-74,28,13,H1
"Calhoun County, MS",2005-2006,14803,14947,144,0.973,31,113,28,13,H1
"Calhoun County, MS",2006-2007,14947,14967,20,0.134,55,-35,28,13,H1
"Calhoun County, MS",2007-2008,14967,14912,-55,-0.367,33,-88,28,13,H1
"Calhoun County, MS",2008-2009,14912,14940,28,0.188,35,-7,28,13,H1
"Calhoun County, MS",2009-2010,14940,14957,17,0.114,51,-34,28,13,H1
"Calhoun County, MS",2010-2011,14957,14914,-43,-0.287,-10,-33,28,13,H1
"Calhoun County, MS",2011-2012,14914,14848,-66,-0.443,-19,-47,28,13,H1
"Calhoun County, MS",2012-2013,14848,14739,-109,-0.734,4,-113,28,13,H1
"Calhoun County, MS",2013-2014,14739,14745,6,0.041,-15,21,28,13,H1
"Calhoun County, MS",2014-2015,14745,14717,-28,-0.19,17,-45,28,13,H1
"Calhoun County, MS",2015-2016,14717,14563,-154,-1.046,13,-167,28,13,H1
"Calhoun County, MS",2016-2017,14563,14492,-71,-0.488,-3,-68,28,13,H1
"Carroll County, MS",2000-2001,10764,10699,-65,-0.604,10,-75,28,15,H1
"Carroll County, MS",2001-2002,10699,10567,-132,-1.234,18,-150,28,15,H1
"Carroll County, MS",2002-2003,10567,10565,-2,-0.019,9,-11,28,15,H1
"Carroll County, MS",2003-2004,10565,10544,-21,-0.199,6,-27,28,15,H1
"Carroll County, MS",2004-2005,10544,10473,-71,-0.673,-23,-48,28,15,H1
"Carroll County, MS",2005-2006,10473,10534,61,0.582,-3,64,28,15,H1
"Carroll County, MS",2006-2007,10534,10630,96,0.911,30,66,28,15,H1
"Carroll County, MS",2007-2008,10630,10694,64,0.602,76,-12,28,15,H1
"Carroll County, MS",2008-2009,10694,10604,-90,-0.842,29,-119,28,15,H1
"Carroll County, MS",2009-2010,10604,10597,-7,-0.066,-3,-4,28,15,H1
"Carroll County, MS",2010-2011,10597,10471,-126,-1.189,1,-127,28,15,H1
"Carroll County, MS",2011-2012,10471,10413,-58,-0.554,-31,-27,28,15,H1
"Carroll County, MS",2012-2013,10413,10353,-60,-0.576,-19,-41,28,15,H1
"Carroll County, MS",2013-2014,10353,10254,-99,-0.956,-27,-72,28,15,H1
"Carroll County, MS",2014-2015,10255,10243,-12,-0.117,-12,0,28,15,H1
"Carroll County, MS",2015-2016,10243,10211,-32,-0.312,-5,-27,28,15,H1
"Carroll County, MS",2016-2017,10211,10139,-72,-0.705,-20,-52,28,15,H1
"Chickasaw County, MS",2000-2001,19372,19266,-106,-0.547,94,-200,28,17,H1
"Chickasaw County, MS",2001-2002,19266,18976,-290,-1.505,79,-369,28,17,H1
"Chickasaw County, MS",2002-2003,18976,18811,-165,-0.87,118,-283,28,17,H1
"Chickasaw County, MS",2003-2004,18811,18642,-169,-0.898,144,-313,28,17,H1
"Chickasaw County, MS",2004-2005,18642,18369,-273,-1.464,80,-353,28,17,H1
"Chickasaw County, MS",2005-2006,18369,18074,-295,-1.606,110,-405,28,17,H1
"Chickasaw County, MS",2006-2007,18074,17884,-190,-1.051,120,-310,28,17,H1
"Chickasaw County, MS",2007-2008,17884,17639,-245,-1.37,126,-371,28,17,H1
"Chickasaw County, MS",2008-2009,17639,17439,-200,-1.134,96,-296,28,17,H1
"Chickasaw County, MS",2009-2010,17439,17398,-41,-0.235,112,-153,28,17,H1
"Chickasaw County, MS",2010-2011,17398,17446,48,0.276,58,-10,28,17,H1
"Chickasaw County, MS",2011-2012,17446,17406,-40,-0.229,87,-127,28,17,H1
"Chickasaw County, MS",2012-2013,17406,17317,-89,-0.511,101,-190,28,17,H1
"Chickasaw County, MS",2013-2014,17317,17313,-4,-0.023,57,-61,28,17,H1
"Chickasaw County, MS",2014-2015,17375,17328,-47,-0.271,61,-108,28,17,H1
"Chickasaw County, MS",2015-2016,17328,17234,-94,-0.542,43,-137,28,17,H1
"Chickasaw County, MS",2016-2017,17234,17146,-88,-0.511,28,-116,28,17,H1
