State_Name,Year,Starting_Population,Ending_Population,Change,Percentage_Change,Natural_Increase,Net_Migration,STATEFP,COUNTYFP,CLASSFP
"Carroll County, KY",2012-2013,10874,10881,7,0.064,36,-29,21,41,H1
"Carroll County, KY",2013-2014,10881,10815,-66,-0.607,31,-97,21,41,H1
"Carroll County, KY",2014-2015,10751,10699,-52,-0.484,9,-61,21,41,H1
"Carroll County, KY",2015-2016,10699,10599,-100,-0.935,21,-121,21,41,H1
"Carroll County, KY",2016-2017,10599,10713,114,1.076,44,70,21,41,H1
"Carter County, KY",2000-2001,26874,26991,117,0.435,53,64,21,43,H1
"Carter County, KY",2001-2002,26991,27262,271,1.004,64,207,21,43,H1
"Carter County, KY",2002-2003,27262,27504,242,0.888,94,148,21,43,H1
"Carter County, KY",2003-2004,27504,27528,24,0.087,1,23,21,43,H1
"Carter County, KY",2004-2005,27528,27767,239,0.868,109,130,21,43,H1
"Carter County, KY",2005-2006,27767,27921,154,0.555,96,58,21,43,H1
"Carter County, KY",2006-2007,27921,27971,50,0.179,42,8,21,43,H1
"Carter County, KY",2007-2008,27971,27752,-219,-0.783,87,-306,21,43,H1
"Carter County, KY",2008-2009,27752,27785,33,0.119,61,-28,21,43,H1
"Carter County, KY",2009-2010,27785,27754,-31,-0.112,74,-105,21,43,H1
"Carter County, KY",2010-2011,27754,27458,-296,-1.067,30,-326,21,43,H1
"Carter County, KY",2011-2012,27458,27471,13,0.047,37,-24,21,43,H1
"Carter County, KY",2012-2013,27471,27291,-180,-0.655,42,-222,21,43,H1
"Carter County, KY",2013-2014,27291,27223,-68,-0.249,28,-96,21,43,H1
"Carter County, KY",2014-2015,27240,27158,-82,-0.301,27,-109,21,43,H1
"Carter County, KY",2015-2016,27158,27246,88,0.324,-2,90,21,43,H1
"Carter County, KY",2016-2017,27246,27144,-102,-0.374,-9,-93,21,43,H1
"Casey County, KY",2000-2001,15466,15563,97,0.627,35,62,21,45,H1
"Casey County, KY",2001-2002,15563,15679,116,0.745,21,95,21,45,H1
"Casey County, KY",2002-2003,15679,15690,11,0.07,10,1,21,45,H1
"Casey County, KY",2003-2004,15690,15784,94,0.599,-4,98,21,45,H1
"Casey County, KY",2004-2005,15784,15845,61,0.386,-3,64,21,45,H1
"Casey County, KY",2005-2006,15845,15900,55,0.347,-2,57,21,45,H1
"Casey County, KY",2006-2007,15900,15908,8,0.05,8,0,21,45,H1
"Casey County, KY",2007-2008,15908,15970,62,0.39,-9,71,21,45,H1
"Casey County, KY",2008-2009,15970,15946,-24,-0.15,-3,-21,21,45,H1
"Casey County, KY",2009-2010,15946,15965,19,0.119,-14,33,21,45,H1
"Casey County, KY",2010-2011,15965,15963,-2,-0.013,-30,28,21,45,H1
"Casey County, KY",2011-2012,15963,16086,123,0.771,43,80,21,45,H1
"Casey County, KY",2012-2013,16086,16107,21,0.131,-8,29,21,45,H1
"Casey County, KY",2013-2014,16107,15891,-216,-1.341,5,-221,21,45,H1
"Casey County, KY",2014-2015,15844,15808,-36,-0.227,-20,-16,21,45,H1
"Casey County, KY",2015-2016,15808,15761,-47,-0.297,-8,-39,21,45,H1
"Casey County, KY",2016-2017,15761,15750,-11,-0.07,-29,18,21,45,H1
"Christian County, KY",2000-2001,72730,73397,667,0.917,972,-305,21,47,H1
"Christian County, KY",2001-2002,73397,73098,-299,-0.407,992,-1291,21,47,H1
"Christian County, KY",2002-2003,73098,71547,-1551,-2.122,961,-2512,21,47,H1
"Christian County, KY",2003-2004,71547,71700,153,0.214,697,-544,21,47,H1
"Christian County, KY",2004-2005,71700,72892,1192,1.662,1066,126,21,47,H1
"Christian County, KY",2005-2006,72892,70592,-2300,-3.155,987,-3287,21,47,H1
"Christian County, KY",2006-2007,70592,73128,2536,3.592,767,1769,21,47,H1
"Christian County, KY",2007-2008,73128,72034,-1094,-1.496,1060,-2154,21,47,H1
"Christian County, KY",2008-2009,72034,73457,1423,1.975,831,592,21,47,H1
"Christian County, KY",2009-2010,73457,74213,756,1.029,1190,-434,21,47,H1
"Christian County, KY",2010-2011,74213,73640,-573,-0.772,913,-1486,21,47,H1
"Christian County, KY",2011-2012,73640,75770,2130,2.892,887,1243,21,47,H1
"Christian County, KY",2012-2013,75770,74422,-1348,-1.779,997,-2345,21,47,H1
"Christian County, KY",2013-2014,74422,74250,-172,-0.231,938,-1110,21,47,H1
"Christian County, KY",2014-2015,73965,73309,-656,-0.887,871,-1527,21,47,H1
"Christian County, KY",2015-2016,73309,71735,-1574,-2.147,919,-2493,21,47,H1
"Christian County, KY",2016-2017,71735,70416,-1319,-1.839,844,-2163,21,47,H1
"Clark County, KY",2000-2001,33234,33390,156,0.469,112,44,21,49,H1
"Clark County, KY",2001-2002,33390,33407,17,0.051,74,-57,21,49,H1
"Clark County, KY",2002-2003,33407,33672,265,0.793,85,180,21,49,H1
"Clark County, KY",2003-2004,33672,34025,353,1.048,152,201,21,49,H1
"Clark County, KY",2004-2005,34025,34377,352,1.035,109,243,21,49,H1
"Clark County, KY",2005-2006,34377,34823,446,1.297,129,317,21,49,H1
"Clark County, KY",2006-2007,34823,35207,384,1.103,143,241,21,49,H1
"Clark County, KY",2007-2008,35207,35256,49,0.139,116,-67,21,49,H1
"Clark County, KY",2008-2009,35256,35607,351,0.996,88,263,21,49,H1
"Clark County, KY",2009-2010,35607,35607,0,0,85,-85,21,49,H1
"Clark County, KY",2010-2011,35607,35456,-151,-0.424,28,-179,21,49,H1
"Clark County, KY",2011-2012,35456,35739,283,0.798,48,235,21,49,H1
"Clark County, KY",2012-2013,35739,35607,-132,-0.369,60,-192,21,49,H1
"Clark County, KY",2013-2014,35607,35758,151,0.424,80,71,21,49,H1
"Clark County, KY",2014-2015,35710,35757,47,0.132,73,-26,21,49,H1
"Clark County, KY",2015-2016,35757,35889,132,0.369,70,62,21,49,H1
"Clark County, KY",2016-2017,35889,36046,157,0.437,107,50,21,49,H1
"Clay County, KY",2000-2001,24458,24203,-255,-1.043,78,-333,21,51,H1
"Clay County, KY",2001-2002,24203,23995,-208,-0.859,84,-292,21,51,H1
"Clay County, KY",2002-2003,23995,23635,-360,-1.5,43,-403,21,51,H1
"Clay County, KY",2003-2004,23635,23278,-357,-1.51,49,-406,21,51,H1
"Clay County, KY",2004-2005,23278,22946,-332,-1.426,42,-374,21,51,H1
"Clay County, KY",2005-2006,22946,22718,-228,-0.994,58,-286,21,51,H1
"Clay County, KY",2006-2007,22718,22332,-386,-1.699,109,-495,21,51,H1
"Clay County, KY",2007-2008,22332,22289,-43,-0.193,47,-90,21,51,H1
"Clay County, KY",2008-2009,22289,21950,-339,-1.521,23,-362,21,51,H1
"Clay County, KY",2009-2010,21950,21691,-259,-1.18,-13,-246,21,51,H1
"Clay County, KY",2010-2011,21691,21613,-78,-0.36,5,-83,21,51,H1
"Clay County, KY",2011-2012,21613,21541,-72,-0.333,31,-103,21,51,H1
"Clay County, KY",2012-2013,21541,21238,-303,-1.407,28,-331,21,51,H1
"Clay County, KY",2013-2014,21238,21147,-91,-0.428,40,-131,21,51,H1
"Clay County, KY",2014-2015,21123,21013,-110,-0.521,45,-155,21,51,H1
"Clay County, KY",2015-2016,21013,20683,-330,-1.57,-3,-327,21,51,H1
"Clay County, KY",2016-2017,20683,20366,-317,-1.533,26,-343,21,51,H1
"Clinton County, KY",2000-2001,9637,9696,59,0.612,13,46,21,53,H1
"Clinton County, KY",2001-2002,9696,9762,66,0.681,-2,68,21,53,H1
"Clinton County, KY",2002-2003,9762,9825,63,0.645,8,55,21,53,H1
"Clinton County, KY",2003-2004,9825,9886,61,0.621,2,59,21,53,H1
"Clinton County, KY",2004-2005,9886,9932,46,0.465,-17,63,21,53,H1
"Clinton County, KY",2005-2006,9932,9942,10,0.101,-7,17,21,53,H1
"Clinton County, KY",2006-2007,9942,10120,178,1.79,47,131,21,53,H1
"Clinton County, KY",2007-2008,10120,10253,133,1.314,-1,134,21,53,H1
"Clinton County, KY",2008-2009,10253,10227,-26,-0.254,-11,-15,21,53,H1
"Clinton County, KY",2009-2010,10227,10276,49,0.479,-18,67,21,53,H1
"Clinton County, KY",2010-2011,10276,10151,-125,-1.216,-8,-117,21,53,H1
"Clinton County, KY",2011-2012,10151,10233,82,0.808,-2,84,21,53,H1
"Clinton County, KY",2012-2013,10233,10136,-97,-0.948,-1,-96,21,53,H1
"Clinton County, KY",2013-2014,10136,10165,29,0.286,9,20,21,53,H1
"Clinton County, KY",2014-2015,10195,10174,-21,-0.206,16,-37,21,53,H1
"Clinton County, KY",2015-2016,10174,10220,46,0.452,13,33,21,53,H1
"Clinton County, KY",2016-2017,10220,10276,56,0.548,19,37,21,53,H1
"Crittenden County, KY",2000-2001,9408,9310,-98,-1.042,-23,-75,21,55,H1
"Crittenden County, KY",2001-2002,9310,9217,-93,-0.999,-73,-20,21,55,H1
"Crittenden County, KY",2002-2003,9217,9234,17,0.184,-20,37,21,55,H1
"Crittenden County, KY",2003-2004,9234,9126,-108,-1.17,-36,-72,21,55,H1
"Crittenden County, KY",2004-2005,9126,9138,12,0.131,0,12,21,55,H1
"Crittenden County, KY",2005-2006,9138,9264,126,1.379,-6,132,21,55,H1
"Crittenden County, KY",2006-2007,9264,9278,14,0.151,-14,28,21,55,H1
"Crittenden County, KY",2007-2008,9278,9408,130,1.401,-14,144,21,55,H1
"Crittenden County, KY",2008-2009,9408,9301,-107,-1.137,1,-108,21,55,H1
"Crittenden County, KY",2009-2010,9301,9308,7,0.075,-25,32,21,55,H1
"Crittenden County, KY",2010-2011,9308,9270,-38,-0.408,-28,-10,21,55,H1
"Crittenden County, KY",2011-2012,9270,9247,-23,-0.248,-20,-3,21,55,H1
"Crittenden County, KY",2012-2013,9247,9222,-25,-0.27,3,-28,21,55,H1
"Crittenden County, KY",2013-2014,9222,9224,2,0.022,15,-13,21,55,H1
"Crittenden County, KY",2014-2015,9192,9183,-9,-0.098,1,-10,21,55,H1
"Crittenden County, KY",2015-2016,9183,9163,-20,-0.218,0,-20,21,55,H1
"Crittenden County, KY",2016-2017,9163,9084,-79,-0.862,-2,-77,21,55,H1
"Cumberland County, KY",2000-2001,7167,7157,-10,-0.14,-44,34,21,57,H1
"Cumberland County, KY",2001-2002,7157,7164,7,0.098,-6,13,21,57,H1
"Cumberland County, KY",2002-2003,7164,7151,-13,-0.181,-5,-8,21,57,H1
"Cumberland County, KY",2003-2004,7151,7189,38,0.531,-1,39,21,57,H1
"Cumberland County, KY",2004-2005,7189,7066,-123,-1.711,-24,-99,21,57,H1
"Cumberland County, KY",2005-2006,7066,7073,7,0.099,-27,34,21,57,H1
"Cumberland County, KY",2006-2007,7073,6959,-114,-1.612,-18,-96,21,57,H1
"Cumberland County, KY",2007-2008,6959,6917,-42,-0.604,-14,-28,21,57,H1
"Cumberland County, KY",2008-2009,6917,6855,-62,-0.896,-19,-43,21,57,H1
"Cumberland County, KY",2009-2010,6855,6857,2,0.029,-26,28,21,57,H1
"Cumberland County, KY",2010-2011,6857,6867,10,0.146,-16,26,21,57,H1
"Cumberland County, KY",2011-2012,6867,6859,-8,-0.116,-14,6,21,57,H1
"Cumberland County, KY",2012-2013,6859,6815,-44,-0.641,-28,-16,21,57,H1
"Cumberland County, KY",2013-2014,6815,6745,-70,-1.027,-38,-32,21,57,H1
"Cumberland County, KY",2014-2015,6748,6759,11,0.163,-33,44,21,57,H1
"Cumberland County, KY",2015-2016,6759,6736,-23,-0.34,-25,2,21,57,H1
"Cumberland County, KY",2016-2017,6736,6706,-30,-0.445,-34,4,21,57,H1
"Daviess County, KY",2000-2001,91657,91707,50,0.055,414,-364,21,59,H1
"Daviess County, KY",2001-2002,91707,91821,114,0.124,401,-287,21,59,H1
"Daviess County, KY",2002-2003,91821,92457,636,0.693,410,226,21,59,H1
"Daviess County, KY",2003-2004,92457,92769,312,0.337,444,-132,21,59,H1
"Daviess County, KY",2004-2005,92769,93150,381,0.411,417,-36,21,59,H1
"Daviess County, KY",2005-2006,93150,93908,758,0.814,442,316,21,59,H1
"Daviess County, KY",2006-2007,93908,94647,739,0.787,526,213,21,59,H1
"Daviess County, KY",2007-2008,94647,95411,764,0.807,450,314,21,59,H1
"Daviess County, KY",2008-2009,95411,96261,850,0.891,416,434,21,59,H1
"Daviess County, KY",2009-2010,96261,96719,458,0.476,379,79,21,59,H1
"Daviess County, KY",2010-2011,96719,97233,514,0.531,334,180,21,59,H1
"Daviess County, KY",2011-2012,97233,97727,494,0.508,389,105,21,59,H1
"Daviess County, KY",2012-2013,97727,98200,473,0.484,336,137,21,59,H1
"Daviess County, KY",2013-2014,98200,98275,75,0.076,339,-264,21,59,H1
"Daviess County, KY",2014-2015,98336,99259,923,0.939,317,606,21,59,H1
"Daviess County, KY",2015-2016,99259,99844,585,0.589,392,193,21,59,H1
"Daviess County, KY",2016-2017,99844,100374,530,0.531,340,190,21,59,H1
"Edmonson County, KY",2000-2001,11639,11728,89,0.765,41,48,21,61,H1
"Edmonson County, KY",2001-2002,11728,11763,35,0.298,9,26,21,61,H1
"Edmonson County, KY",2002-2003,11763,11809,46,0.391,13,33,21,61,H1
"Edmonson County, KY",2003-2004,11809,11804,-5,-0.042,10,-15,21,61,H1
"Edmonson County, KY",2004-2005,11804,11987,183,1.55,17,166,21,61,H1
"Edmonson County, KY",2005-2006,11987,11957,-30,-0.25,-5,-25,21,61,H1
"Edmonson County, KY",2006-2007,11957,12055,98,0.82,-3,101,21,61,H1
"Edmonson County, KY",2007-2008,12055,12127,72,0.597,-14,86,21,61,H1
"Edmonson County, KY",2008-2009,12127,12122,-5,-0.041,6,-11,21,61,H1
"Edmonson County, KY",2009-2010,12122,12192,70,0.577,-2,72,21,61,H1
"Edmonson County, KY",2010-2011,12192,12267,75,0.615,-14,89,21,61,H1
"Edmonson County, KY",2011-2012,12267,12130,-137,-1.117,-24,-113,21,61,H1
"Edmonson County, KY",2012-2013,12130,12082,-48,-0.396,-46,-2,21,61,H1
"Edmonson County, KY",2013-2014,12082,12013,-69,-0.571,-45,-24,21,61,H1
"Edmonson County, KY",2014-2015,12031,12007,-24,-0.199,-39,15,21,61,H1
"Edmonson County, KY",2015-2016,12007,12068,61,0.508,-32,93,21,61,H1
"Edmonson County, KY",2016-2017,12068,12226,158,1.309,-44,202,21,61,H1
"Elliott County, KY",2000-2001,6767,6694,-73,-1.079,10,-83,21,63,H1
"Elliott County, KY",2001-2002,6694,6700,6,0.09,13,-7,21,63,H1
"Elliott County, KY",2002-2003,6700,6782,82,1.224,17,65,21,63,H1
"Elliott County, KY",2003-2004,6782,6748,-34,-0.501,-8,-26,21,63,H1
"Elliott County, KY",2004-2005,6748,6867,119,1.763,10,109,21,63,H1
"Elliott County, KY",2005-2006,6867,7151,284,4.136,5,279,21,63,H1
"Elliott County, KY",2006-2007,7151,7134,-17,-0.238,21,-38,21,63,H1
"Elliott County, KY",2007-2008,7134,7556,422,5.915,-38,460,21,63,H1
"Elliott County, KY",2008-2009,7556,7727,171,2.263,-24,195,21,63,H1
"Elliott County, KY",2009-2010,7727,7884,157,2.032,-65,222,21,63,H1
"Elliott County, KY",2010-2011,7884,7916,32,0.406,-9,41,21,63,H1
"Elliott County, KY",2011-2012,7916,7748,-168,-2.122,-17,-151,21,63,H1
"Elliott County, KY",2012-2013,7748,7686,-62,-0.8,20,-82,21,63,H1
"Elliott County, KY",2013-2014,7686,7672,-14,-0.182,14,-28,21,63,H1
"Elliott County, KY",2014-2015,7647,7648,1,0.013,-10,11,21,63,H1
"Elliott County, KY",2015-2016,7648,7507,-141,-1.844,20,-161,21,63,H1
"Elliott County, KY",2016-2017,7507,7523,16,0.213,1,15,21,63,H1
"Estill County, KY",2000-2001,15307,15293,-14,-0.091,57,-71,21,65,H1
"Estill County, KY",2001-2002,15293,15193,-100,-0.654,1,-101,21,65,H1
"Estill County, KY",2002-2003,15193,15014,-179,-1.178,8,-187,21,65,H1
"Estill County, KY",2003-2004,15014,14913,-101,-0.673,39,-140,21,65,H1
"Estill County, KY",2004-2005,14913,14780,-133,-0.892,18,-151,21,65,H1
"Estill County, KY",2005-2006,14780,14786,6,0.041,32,-26,21,65,H1
"Estill County, KY",2006-2007,14786,14778,-8,-0.054,15,-23,21,65,H1
"Estill County, KY",2007-2008,14778,14752,-26,-0.176,36,-62,21,65,H1
"Estill County, KY",2008-2009,14752,14672,-80,-0.542,8,-88,21,65,H1
"Estill County, KY",2009-2010,14672,14697,25,0.17,-17,42,21,65,H1
"Estill County, KY",2010-2011,14697,14636,-61,-0.415,-17,-44,21,65,H1
"Estill County, KY",2011-2012,14636,14486,-150,-1.025,-32,-118,21,65,H1
"Estill County, KY",2012-2013,14486,14470,-16,-0.11,-6,-10,21,65,H1
"Estill County, KY",2013-2014,14470,14447,-23,-0.159,-21,-2,21,65,H1
"Estill County, KY",2014-2015,14435,14375,-60,-0.416,-13,-47,21,65,H1
"Estill County, KY",2015-2016,14375,14345,-30,-0.209,-13,-17,21,65,H1
"Estill County, KY",2016-2017,14345,14277,-68,-0.474,-11,-57,21,65,H1
"Fayette County, KY",2000-2001,261408,263990,2582,0.988,1800,782,21,67,H6
"Fayette County, KY",2001-2002,263990,265822,1832,0.694,1515,317,21,67,H6
"Fayette County, KY",2002-2003,265822,269904,4082,1.536,1721,2361,21,67,H6
"Fayette County, KY",2003-2004,269904,272377,2473,0.916,1953,520,21,67,H6
"Fayette County, KY",2004-2005,272377,275540,3163,1.161,1966,1197,21,67,H6
"Fayette County, KY",2005-2006,275540,279971,4431,1.608,1905,2526,21,67,H6
"Fayette County, KY",2006-2007,279971,283291,3320,1.186,2221,1099,21,67,H6
"Fayette County, KY",2007-2008,283291,287683,4392,1.55,1913,2479,21,67,H6
"Fayette County, KY",2008-2009,287683,292514,4831,1.679,1903,2928,21,67,H6
"Fayette County, KY",2009-2010,292514,296695,4181,1.429,2158,2023,21,67,H6
"Fayette County, KY",2010-2011,296695,301213,4518,1.523,1937,2581,21,67,H6
"Fayette County, KY",2011-2012,301213,305251,4038,1.341,1947,2091,21,67,H6
"Fayette County, KY",2012-2013,305251,308411,3160,1.035,1852,1308,21,67,H6
"Fayette County, KY",2013-2014,308411,310797,2386,0.774,1907,479,21,67,H6
"Fayette County, KY",2014-2015,311399,314488,3089,0.992,1963,1126,21,67,H6
"Fayette County, KY",2015-2016,314488,319052,4564,1.451,1812,2752,21,67,H6
"Fayette County, KY",2016-2017,319052,321959,2907,0.911,1791,1116,21,67,H6
"Fleming County, KY",2000-2001,13837,14016,179,1.294,24,155,21,69,H1
"Fleming County, KY",2001-2002,14016,14068,52,0.371,54,-2,21,69,H1
"Fleming County, KY",2002-2003,14068,14230,162,1.152,24,138,21,69,H1
"Fleming County, KY",2003-2004,14230,14271,41,0.288,36,5,21,69,H1
"Fleming County, KY",2004-2005,14271,14270,-1,-0.007,-10,9,21,69,H1
"Fleming County, KY",2005-2006,14270,14235,-35,-0.245,41,-76,21,69,H1
"Fleming County, KY",2006-2007,14235,14349,114,0.801,38,76,21,69,H1
"Fleming County, KY",2007-2008,14349,14345,-4,-0.028,56,-60,21,69,H1
"Fleming County, KY",2008-2009,14345,14280,-65,-0.453,43,-108,21,69,H1
"Fleming County, KY",2009-2010,14280,14394,114,0.798,6,108,21,69,H1
"Fleming County, KY",2010-2011,14394,14486,92,0.639,19,73,21,69,H1
"Fleming County, KY",2011-2012,14486,14532,46,0.318,21,25,21,69,H1
"Fleming County, KY",2012-2013,14532,14567,35,0.241,50,-15,21,69,H1
"Fleming County, KY",2013-2014,14567,14545,-22,-0.151,42,-64,21,69,H1
"Fleming County, KY",2014-2015,14510,14637,127,0.875,42,85,21,69,H1
"Fleming County, KY",2015-2016,14637,14506,-131,-0.895,25,-156,21,69,H1
"Fleming County, KY",2016-2017,14506,14446,-60,-0.414,9,-69,21,69,H1
"Floyd County, KY",2000-2001,42316,41844,-472,-1.115,40,-512,21,71,H1
"Floyd County, KY",2001-2002,41844,41671,-173,-0.413,66,-239,21,71,H1
"Floyd County, KY",2002-2003,41671,41325,-346,-0.83,53,-399,21,71,H1
"Floyd County, KY",2003-2004,41325,41128,-197,-0.477,67,-264,21,71,H1
"Floyd County, KY",2004-2005,41128,40847,-281,-0.683,63,-344,21,71,H1
"Floyd County, KY",2005-2006,40847,40429,-418,-1.023,48,-466,21,71,H1
"Floyd County, KY",2006-2007,40429,40261,-168,-0.416,126,-294,21,71,H1
"Floyd County, KY",2007-2008,40261,39964,-297,-0.738,32,-329,21,71,H1
"Floyd County, KY",2008-2009,39964,39643,-321,-0.803,50,-371,21,71,H1
"Floyd County, KY",2009-2010,39643,39946,303,0.764,23,280,21,71,H1
"Floyd County, KY",2010-2011,39946,39797,-149,-0.373,15,-164,21,71,H1
"Floyd County, KY",2011-2012,39797,39141,-656,-1.648,12,-668,21,71,H1
"Floyd County, KY",2012-2013,39141,38443,-698,-1.783,-14,-684,21,71,H1
"Floyd County, KY",2013-2014,38443,38108,-335,-0.871,-24,-311,21,71,H1
"Floyd County, KY",2014-2015,38095,37756,-339,-0.89,-40,-299,21,71,H1
"Floyd County, KY",2015-2016,37756,36969,-787,-2.084,-102,-685,21,71,H1
"Floyd County, KY",2016-2017,36969,36271,-698,-1.888,-107,-591,21,71,H1
"Franklin County, KY",2000-2001,47888,48185,297,0.62,167,130,21,73,H1
"Franklin County, KY",2001-2002,48185,48293,108,0.224,119,-11,21,73,H1
"Franklin County, KY",2002-2003,48293,48246,-47,-0.097,103,-150,21,73,H1
"Franklin County, KY",2003-2004,48246,48536,290,0.601,153,137,21,73,H1
"Franklin County, KY",2004-2005,48536,48620,84,0.173,136,-52,21,73,H1
"Franklin County, KY",2005-2006,48620,48699,79,0.162,166,-87,21,73,H1
"Franklin County, KY",2006-2007,48699,48795,96,0.197,254,-158,21,73,H1
"Franklin County, KY",2007-2008,48795,49301,506,1.037,154,352,21,73,H1
"Franklin County, KY",2008-2009,49301,49253,-48,-0.097,107,-155,21,73,H1
"Franklin County, KY",2009-2010,49253,49319,66,0.134,78,-12,21,73,H1
"Franklin County, KY",2010-2011,49319,49307,-12,-0.024,65,-77,21,73,H1
"Franklin County, KY",2011-2012,49307,49379,72,0.146,62,10,21,73,H1
"Franklin County, KY",2012-2013,49379,49661,282,0.571,80,202,21,73,H1
"Franklin County, KY",2013-2014,49661,49880,219,0.441,77,142,21,73,H1
"Franklin County, KY",2014-2015,49992,50375,383,0.766,123,260,21,73,H1
"Franklin County, KY",2015-2016,50375,50241,-134,-0.266,43,-177,21,73,H1
"Franklin County, KY",2016-2017,50241,50485,244,0.486,72,172,21,73,H1
"Fulton County, KY",2000-2001,7697,7753,56,0.728,-5,61,21,75,H1
"Fulton County, KY",2001-2002,7753,7563,-190,-2.451,-24,-166,21,75,H1
"Fulton County, KY",2002-2003,7563,7427,-136,-1.798,-32,-104,21,75,H1
"Fulton County, KY",2003-2004,7427,7274,-153,-2.06,-19,-134,21,75,H1
"Fulton County, KY",2004-2005,7274,7090,-184,-2.53,-35,-149,21,75,H1
"Fulton County, KY",2005-2006,7090,6871,-219,-3.089,-18,-201,21,75,H1
"Fulton County, KY",2006-2007,6871,6861,-10,-0.146,-13,3,21,75,H1
"Fulton County, KY",2007-2008,6861,6945,84,1.224,-10,94,21,75,H1
"Fulton County, KY",2008-2009,6945,6793,-152,-2.189,-26,-126,21,75,H1
"Fulton County, KY",2009-2010,6793,6825,32,0.471,-26,58,21,75,H1
"Fulton County, KY",2010-2011,6825,6730,-95,-1.392,-8,-87,21,75,H1
"Fulton County, KY",2011-2012,6730,6547,-183,-2.719,-26,-157,21,75,H1
"Fulton County, KY",2012-2013,6547,6385,-162,-2.474,-39,-123,21,75,H1
"Fulton County, KY",2013-2014,6385,6265,-120,-1.879,-23,-97,21,75,H1
"Fulton County, KY",2014-2015,6250,6238,-12,-0.192,-27,15,21,75,H1
"Fulton County, KY",2015-2016,6238,6180,-58,-0.93,-14,-44,21,75,H1
"Fulton County, KY",2016-2017,6180,6192,12,0.194,-20,32,21,75,H1
"Gallatin County, KY",2000-2001,7866,8004,138,1.754,31,107,21,77,H1
"Gallatin County, KY",2001-2002,8004,7891,-113,-1.412,20,-133,21,77,H1
"Gallatin County, KY",2002-2003,7891,8094,203,2.573,31,172,21,77,H1
"Gallatin County, KY",2003-2004,8094,8119,25,0.309,51,-26,21,77,H1
"Gallatin County, KY",2004-2005,8119,8225,106,1.306,60,46,21,77,H1
"Gallatin County, KY",2005-2006,8225,8253,28,0.34,80,-52,21,77,H1
"Gallatin County, KY",2006-2007,8253,8337,84,1.018,80,4,21,77,H1
"Gallatin County, KY",2007-2008,8337,8420,83,0.996,32,51,21,77,H1
"Gallatin County, KY",2008-2009,8420,8533,113,1.342,32,81,21,77,H1
"Gallatin County, KY",2009-2010,8533,8608,75,0.879,37,38,21,77,H1
"Gallatin County, KY",2010-2011,8608,8576,-32,-0.372,25,-57,21,77,H1
"Gallatin County, KY",2011-2012,8576,8491,-85,-0.991,3,-88,21,77,H1
"Gallatin County, KY",2012-2013,8491,8504,13,0.153,56,-43,21,77,H1
"Gallatin County, KY",2013-2014,8504,8589,85,1,40,45,21,77,H1
"Gallatin County, KY",2014-2015,8606,8636,30,0.349,50,-20,21,77,H1
"Gallatin County, KY",2015-2016,8636,8728,92,1.065,50,42,21,77,H1
"Gallatin County, KY",2016-2017,8728,8776,48,0.55,53,-5,21,77,H1
"Garrard County, KY",2000-2001,14844,15090,246,1.657,52,194,21,79,H1
"Garrard County, KY",2001-2002,15090,15505,415,2.75,25,390,21,79,H1
"Garrard County, KY",2002-2003,15505,15790,285,1.838,74,211,21,79,H1
"Garrard County, KY",2003-2004,15790,15941,151,0.956,15,136,21,79,H1
"Garrard County, KY",2004-2005,15941,16315,374,2.346,36,338,21,79,H1
"Garrard County, KY",2005-2006,16315,16595,280,1.716,26,254,21,79,H1
"Garrard County, KY",2006-2007,16595,16887,292,1.76,73,219,21,79,H1
"Garrard County, KY",2007-2008,16887,16906,19,0.113,47,-28,21,79,H1
"Garrard County, KY",2008-2009,16906,16900,-6,-0.035,39,-45,21,79,H1
"Garrard County, KY",2009-2010,16900,16933,33,0.195,21,12,21,79,H1
"Garrard County, KY",2010-2011,16933,16806,-127,-0.75,16,-143,21,79,H1
"Garrard County, KY",2011-2012,16806,16922,116,0.69,43,73,21,79,H1
"Garrard County, KY",2012-2013,16922,16883,-39,-0.23,-6,-33,21,79,H1
"Garrard County, KY",2013-2014,16883,16858,-25,-0.148,2,-27,21,79,H1
"Garrard County, KY",2014-2015,16934,17237,303,1.789,15,288,21,79,H1
"Garrard County, KY",2015-2016,17237,17398,161,0.934,47,114,21,79,H1
"Garrard County, KY",2016-2017,17398,17523,125,0.718,46,79,21,79,H1
"Grant County, KY",2000-2001,22485,22972,487,2.166,161,326,21,81,H1
"Grant County, KY",2001-2002,22972,23307,335,1.458,193,142,21,81,H1
"Grant County, KY",2002-2003,23307,23619,312,1.339,178,134,21,81,H1
"Grant County, KY",2003-2004,23619,23856,237,1.003,221,16,21,81,H1
"Grant County, KY",2004-2005,23856,23993,137,0.574,203,-66,21,81,H1
"Grant County, KY",2005-2006,23993,24253,260,1.084,230,30,21,81,H1
"Grant County, KY",2006-2007,24253,24544,291,1.2,244,47,21,81,H1
"Grant County, KY",2007-2008,24544,24856,312,1.271,193,119,21,81,H1
"Grant County, KY",2008-2009,24856,24697,-159,-0.64,191,-350,21,81,H1
"Grant County, KY",2009-2010,24697,24682,-15,-0.061,155,-170,21,81,H1
"Grant County, KY",2010-2011,24682,24713,31,0.126,167,-136,21,81,H1
"Grant County, KY",2011-2012,24713,24491,-222,-0.898,156,-378,21,81,H1
"Grant County, KY",2012-2013,24491,24576,85,0.347,110,-25,21,81,H1
"Grant County, KY",2013-2014,24576,24875,299,1.217,125,174,21,81,H1
